head	relation	tail
C0978700	subgroupOf	C0282249
C0978144	subgroupOf	C0079691
C2356356	subgroupOf	C0008318
C0773493	subgroupOf	C0014695
C0687943	subgroupOf	C0165603
C0980601	subgroupOf	C0039771
C0980573	subgroupOf	C0039771
C0980945	subgroupOf	C0068314
C4082957	subgroupOf	C0016360
C4082911	subgroupOf	C0700545
C0692500	subgroupOf	C0031412
C2608718	subgroupOf	C2348248
C4073597	subgroupOf	C2000145
C0976406	subgroupOf	C0700579
C2747653	subgroupOf	C0724666
C1720695	subgroupOf	C0007716
C1374984	subgroupOf	C0379200
C0975005	subgroupOf	C0168273
C2937480	subgroupOf	C0074722
C0688816	subgroupOf	C0014963
C1572357	subgroupOf	C0079691
C0980084	subgroupOf	C0036079
C0688747	subgroupOf	C0014704
C3183832	subgroupOf	C0543459
C0979749	subgroupOf	C0032950
C0710403	subgroupOf	C0004963
C1269859	subgroupOf	C0772054
C0688721	subgroupOf	C0014310
C0976952	subgroupOf	C0016298
C2927775	subgroupOf	C0009079
C4017875	subgroupOf	C0700548
C0688149	subgroupOf	C0087163
C0778846	subgroupOf	C0066814
C0689151	subgroupOf	C0596007
C0774142	subgroupOf	C0022614
C0975030	subgroupOf	C0006020
C0688696	subgroupOf	C0013360
C1329874	subgroupOf	C0009079
C0978476	subgroupOf	C0025573
C0982813	subgroupOf	C0028157
C0692629	subgroupOf	C0061323
C2747545	subgroupOf	C0004906
C0981168	subgroupOf	C0981168
C0689226	subgroupOf	C0012341
C0974577	subgroupOf	C0003968
C0993184	subgroupOf	C0020268
C1615647	subgroupOf	C0249582
C1329046	subgroupOf	C0908935
C4521162	subgroupOf	C0025677
C0980940	subgroupOf	C0042105
C3247924	subgroupOf	C2931926
C0980386	subgroupOf	C0143993
C3834104	subgroupOf	C0546869
C4317350	subgroupOf	C1742884
C0358980	subgroupOf	C0055895
C0980464	subgroupOf	C0039245
C0981717	subgroupOf	C0037138
C3249370	subgroupOf	C2697950
C0975955	subgroupOf	C0012694
C0357218	subgroupOf	C0357218
C2723056	subgroupOf	C2723056
C0978004	subgroupOf	C0064079
C0774178	subgroupOf	C0024002
C0872534	subgroupOf	C3854019
C0981657	subgroupOf	C0600311
C0975032	subgroupOf	C0006020
C4026033	subgroupOf	C2719626
C4530411	subgroupOf	C0040845
C0976921	subgroupOf	C0771752
C1321197	subgroupOf	C0062527
C0981178	subgroupOf	C0078794
C0981502	subgroupOf	C0063077
C0688672	subgroupOf	C0013085
C0981356	subgroupOf	C0007546
C4257015	subgroupOf	C3253985
C0981408	subgroupOf	C0012133
C1563281	subgroupOf	C1176315
C0694209	subgroupOf	C0246689
C0688223	subgroupOf	C0007738
C0690425	subgroupOf	C0038742
C0974240	subgroupOf	C0002575
C4018655	subgroupOf	C0004599
C1595294	subgroupOf	C0005304
C2342827	subgroupOf	C1684405
C0982906	subgroupOf	C0040134
C0689838	subgroupOf	C0028902
C1329030	subgroupOf	C0073393
C0691064	subgroupOf	C0064636
C4317352	subgroupOf	C1742884
C0794796	subgroupOf	C0700579
C0690481	subgroupOf	C0039771
C0978237	subgroupOf	C0065162
C0785044	subgroupOf	C0016564
C0789616	subgroupOf	C0066814
C0976393	subgroupOf	C0012322
C4317565	subgroupOf	C4317559
C2724902	subgroupOf	C0008318
C0978897	subgroupOf	C0027368
C1948376	subgroupOf	C1948374
C0978014	subgroupOf	C0064113
C3255405	subgroupOf	C0015846
C1949012	subgroupOf	C0041942
C0974603	subgroupOf	C0004057
C0687994	subgroupOf	C0005088
C1878422	subgroupOf	C3489575
C0974647	subgroupOf	C0596005
C0981164	subgroupOf	C0012132
C0980352	subgroupOf	C0038143
C1948899	subgroupOf	C0052796
C0690598	subgroupOf	C0085237
C1533309	subgroupOf	C0000970
C0977275	subgroupOf	C0018305
C0976673	subgroupOf	C0014563
C0938630	subgroupOf	C0796545
C1876540	subgroupOf	C0076080
C1509822	subgroupOf	C0040263
C1996399	subgroupOf	C1328071
C0982902	subgroupOf	C0039943
C0689394	subgroupOf	C0065295
C0980858	subgroupOf	C0041056
C0973778	subgroupOf	C0000970
C0979469	subgroupOf	C0282304
C2937334	subgroupOf	C0004261
C0688690	subgroupOf	C0039663
C0937506	subgroupOf	C0724633
C0980024	subgroupOf	C0297635
C0975676	subgroupOf	C0008809
C0693606	subgroupOf	C0020261
C0982681	subgroupOf	C0028902
C2240968	subgroupOf	C1328071
C0975620	subgroupOf	C0008402
C0979360	subgroupOf	C0030858
C0779011	subgroupOf	C0032857
C1509430	subgroupOf	C0060405
C0716865	subgroupOf	C0724511
C0978509	subgroupOf	C0721688
C0702316	subgroupOf	C0003166
C1816183	subgroupOf	C0937846
C0688300	subgroupOf	C0355077
C0979731	subgroupOf	C0032912
C0975140	subgroupOf	C0717537
C3848727	subgroupOf	C3848726
C0690696	subgroupOf	C0041920
C0692946	subgroupOf	C0055891
C2746511	subgroupOf	C0700533
C0980346	subgroupOf	C0037982
C0688618	subgroupOf	C0700579
C3162907	subgroupOf	C0079691
C0691147	subgroupOf	C0004057
C0980269	subgroupOf	C0037508
C0975241	subgroupOf	C0006949
C0689173	subgroupOf	C0020740
C0690289	subgroupOf	C0140575
C0976539	subgroupOf	C0013085
C0690152	subgroupOf	C0033229
C2710120	subgroupOf	C1620287
C0691927	subgroupOf	C0003968
C0976763	subgroupOf	C0059610
C0994613	subgroupOf	C0039771
C3534998	subgroupOf	C1958126
C0981658	subgroupOf	C0033223
C0688502	subgroupOf	C0074757
C0976985	subgroupOf	C0700567
C0355976	subgroupOf	C0007538
C0689766	subgroupOf	C0028066
C0872418	subgroupOf	C0132776
C0690863	subgroupOf	C0076705
C0978415	subgroupOf	C0025368
C0691370	subgroupOf	C0012050
C0872954	subgroupOf	C0291772
C0979184	subgroupOf	C0069765
C0974928	subgroupOf	C0005088
C0982878	subgroupOf	C0037508
C3883589	subgroupOf	C0030520
C4256296	subgroupOf	C1143018
C0980908	subgroupOf	C0078221
C3495646	subgroupOf	C0066814
C0980584	subgroupOf	C0039771
C0775600	subgroupOf	C0014806
C0689461	subgroupOf	C0353148
C0872988	subgroupOf	C0873119
C1995641	subgroupOf	C0068475
C0975386	subgroupOf	C0055011
C1329071	subgroupOf	C0966225
C1533357	subgroupOf	C1509436
C0688374	subgroupOf	C0009011
C0977695	subgroupOf	C0004261
C2240777	subgroupOf	C1176316
C0975706	subgroupOf	C0008947
C0980094	subgroupOf	C0073992
C4292926	subgroupOf	C2721771
C0980887	subgroupOf	C0041190
C0589753	subgroupOf	C0016298
C0981767	subgroupOf	C0772200
C2684239	subgroupOf	C0247194
C0688568	subgroupOf	C0012022
C4541829	subgroupOf	C0037518
C0710299	subgroupOf	C0004963
C0694369	subgroupOf	C0020402
C1612888	subgroupOf	C0117996
C0707596	subgroupOf	C0079691
C0775264	subgroupOf	C0020268
C0980355	subgroupOf	C0038143
C0980827	subgroupOf	C0040958
C0976098	subgroupOf	C0717670
C0981752	subgroupOf	C0040123
C0689288	subgroupOf	C0022265
C0704829	subgroupOf	C0000294
C0708653	subgroupOf	C0017887
C0994394	subgroupOf	C0600110
C0975761	subgroupOf	C0009137
C0975547	subgroupOf	C0008273
C0974530	subgroupOf	C0048038
C0688094	subgroupOf	C0006657
C0981500	subgroupOf	C0282198
C1676705	subgroupOf	C0035525
C0978520	subgroupOf	C0066101
C0979406	subgroupOf	C0031184
C2919805	subgroupOf	C0165032
C0688224	subgroupOf	C0008161
C1949317	subgroupOf	C0165631
C0975750	subgroupOf	C0009074
C0786297	subgroupOf	C0037508
C0688060	subgroupOf	C0006376
C0694373	subgroupOf	C0060405
C0979531	subgroupOf	C0770456
C4017873	subgroupOf	C0700548
C1948868	subgroupOf	C0039771
C3692484	subgroupOf	C0012091
C2684464	subgroupOf	C0546873
C3642684	subgroupOf	C0010648
C4048431	subgroupOf	C0086444
C2718501	subgroupOf	C0023566
C4282081	subgroupOf	C0702304
C0979451	subgroupOf	C0031412
C3665522	subgroupOf	C0061851
C0978016	subgroupOf	C0022322
C0976992	subgroupOf	C0242293
C0689405	subgroupOf	C0024027
C0981207	subgroupOf	C0002575
C3871624	subgroupOf	C1872203
C0693762	subgroupOf	C0052585
C1572050	subgroupOf	C0700563
C1319770	subgroupOf	C0937950
C0688875	subgroupOf	C0016277
C3257743	subgroupOf	C2825682
C0980406	subgroupOf	C0038710
C0689366	subgroupOf	C0005038
C0688686	subgroupOf	C0700451
C0976762	subgroupOf	C0059610
C0936207	subgroupOf	C0006376
C1329183	subgroupOf	C0525005
C0978753	subgroupOf	C0066814
C0689455	subgroupOf	C0025241
C2741066	subgroupOf	C0700480
C1623075	subgroupOf	C0036078
C1163827	subgroupOf	C0066814
C0689575	subgroupOf	C0025815
C0784551	subgroupOf	C0038774
C0691424	subgroupOf	C0060276
C4084009	subgroupOf	C0010980
C0703753	subgroupOf	C0040899
C1178367	subgroupOf	C0039736
C0981763	subgroupOf	C0040879
C4048599	subgroupOf	C0059699
C0690489	subgroupOf	C0039771
C4294576	subgroupOf	C0282274
C3152397	subgroupOf	C0020281
C0980579	subgroupOf	C0039771
C0979693	subgroupOf	C0032857
C0976091	subgroupOf	C0360174
C4048919	subgroupOf	C4048919
C0705970	subgroupOf	C0538927
C0690652	subgroupOf	C0040979
C4317193	subgroupOf	C0026289
C2719576	subgroupOf	C1815010
C4048204	subgroupOf	C0771019
C0979913	subgroupOf	C0123091
C3499630	subgroupOf	C0008318
C4519547	subgroupOf	C2713008
C0937589	subgroupOf	C0058731
C0692542	subgroupOf	C0209227
C3864339	subgroupOf	C0546868
C1351552	subgroupOf	C0546876
C3892515	subgroupOf	C3252090
C0361606	subgroupOf	C0064636
C0689278	subgroupOf	C0022252
C2919205	subgroupOf	C0165631
C0777439	subgroupOf	C0008318
C0782056	subgroupOf	C0011689
C4083411	subgroupOf	C1699861
C0692181	subgroupOf	C0700451
C0975684	subgroupOf	C0008845
C0980496	subgroupOf	C0076107
C0689679	subgroupOf	C0066814
C0978719	subgroupOf	C0298130
C0715695	subgroupOf	C0008783
C1319662	subgroupOf	C1101751
C0982712	subgroupOf	C0013974
C0975194	subgroupOf	C0054480
C0980490	subgroupOf	C0076080
C0692430	subgroupOf	C0285590
C0980800	subgroupOf	C0040845
C0981140	subgroupOf	C0376218
C3535037	subgroupOf	C0035527
C0793407	subgroupOf	C0000970
C2726312	subgroupOf	C0040613
C0980228	subgroupOf	C0037494
C0981698	subgroupOf	C0282304
C0781612	subgroupOf	C0007559
C0981643	subgroupOf	C0076275
C0981678	subgroupOf	C0030576
C0357936	subgroupOf	C0056519
C1165065	subgroupOf	C0037537
C0976416	subgroupOf	C1113707
C4282269	subgroupOf	C0770893
C1964498	subgroupOf	C0022625
C4026867	subgroupOf	C3712232
C0775663	subgroupOf	C0055389
C0775260	subgroupOf	C0037507
C3710214	subgroupOf	C2606637
C1321030	subgroupOf	C0087000
C0975425	subgroupOf	C0007562
C0976950	subgroupOf	C0976950
C0358076	subgroupOf	C0040845
C4048943	subgroupOf	C0011148
C0979230	subgroupOf	C0030092
C0689986	subgroupOf	C0011782
C0975692	subgroupOf	C0055856
C0981052	subgroupOf	C0042839
C3692754	subgroupOf	C0546868
C1627775	subgroupOf	C0016298
C0705987	subgroupOf	C0209738
C0691730	subgroupOf	C0022092
C0688102	subgroupOf	C0006686
C0980695	subgroupOf	C0040123
C0980096	subgroupOf	C0073983
C2344825	subgroupOf	C1508750
C0773377	subgroupOf	C0017725
C0980157	subgroupOf	C0142278
C0975878	subgroupOf	C0009217
C1694802	subgroupOf	C1176020
C0978637	subgroupOf	C0086620
C0976086	subgroupOf	C0543492
C0689746	subgroupOf	C0027680
C1358617	subgroupOf	C0770456
C1276929	subgroupOf	C0047683
C0775754	subgroupOf	C0357797
C1329327	subgroupOf	C0700579
C0980725	subgroupOf	C0040193
C0975802	subgroupOf	C0043491
C1615639	subgroupOf	C0663733
C0689459	subgroupOf	C0360172
C1724061	subgroupOf	C0032950
C0774140	subgroupOf	C0022614
C0688855	subgroupOf	C0015837
C1329853	subgroupOf	C0700563
C0939648	subgroupOf	C0995020
C0979897	subgroupOf	C0034262
C0980270	subgroupOf	C0037508
C0775034	subgroupOf	C0074281
C1329803	subgroupOf	C0700579
C0994392	subgroupOf	C0079691
C0980567	subgroupOf	C0039771
C0980196	subgroupOf	C0037494
C0938061	subgroupOf	C0700533
C0981621	subgroupOf	C0068377
C0991750	subgroupOf	C0039629
C0688477	subgroupOf	C0700529
C0978602	subgroupOf	C0025853
C0361778	subgroupOf	C0134394
C0978857	subgroupOf	C0085259
C0690600	subgroupOf	C0040372
C2366155	subgroupOf	C0005088
C0981287	subgroupOf	C0005632
C0977739	subgroupOf	C0376637
C0689389	subgroupOf	C0023972
C0979439	subgroupOf	C0031411
C0977191	subgroupOf	C0017628
C0691595	subgroupOf	C0024477
C0980074	subgroupOf	C0036079
C4082789	subgroupOf	C4082789
C0690802	subgroupOf	C0071836
C0690437	subgroupOf	C0039468
C0978317	subgroupOf	C0024476
C0980948	subgroupOf	C0042313
C1711883	subgroupOf	C0525678
C0690427	subgroupOf	C0038745
C0795389	subgroupOf	C0028833
C0788741	subgroupOf	C0700579
C0776403	subgroupOf	C0262964
C0979999	subgroupOf	C0035525
C0977724	subgroupOf	C0020811
C1622562	subgroupOf	C0050940
C0688225	subgroupOf	C0008161
C0938699	subgroupOf	C0008947
C0975442	subgroupOf	C0007716
C2948972	subgroupOf	C1455147
C2709724	subgroupOf	C0543473
C0980343	subgroupOf	C0887525
C0353473	subgroupOf	C0023566
C0976528	subgroupOf	C0771848
C2719710	subgroupOf	C0060179
C1298492	subgroupOf	C0031470
C0994469	subgroupOf	C0982792
C0981179	subgroupOf	C0078794
C3265347	subgroupOf	C0040134
C0688390	subgroupOf	C0009077
C0687788	subgroupOf	C0001367
C0690395	subgroupOf	C0037982
C1813530	subgroupOf	C0005026
C0692468	subgroupOf	C0209738
C4530589	subgroupOf	C0980948
C0703712	subgroupOf	C0041038
C0691422	subgroupOf	C0060276
C1509502	subgroupOf	C4281713
C0793651	subgroupOf	C0024452
C1961963	subgroupOf	C0125988
C0979532	subgroupOf	C0770456
C1964501	subgroupOf	C0040134
C0974918	subgroupOf	C0005088
C3160380	subgroupOf	C0530684
C0782890	subgroupOf	C0243237
C2683912	subgroupOf	C1635056
C0975233	subgroupOf	C0006945
C0978618	subgroupOf	C0025872
C0703392	subgroupOf	C0546866
C0976588	subgroupOf	C0064263
C2723052	subgroupOf	C2723056
C1693644	subgroupOf	C1176020
C0976880	subgroupOf	C0015846
C0975455	subgroupOf	C0007737
C1275988	subgroupOf	C0032950
C4306301	subgroupOf	C0298067
C3264745	subgroupOf	C1099776
C0698118	subgroupOf	C0039771
C0690660	subgroupOf	C0003830
C0689545	subgroupOf	C0025684
C1164890	subgroupOf	C0237417
C0976445	subgroupOf	C0058371
C1657021	subgroupOf	C0527379
C0976662	subgroupOf	C0014563
C4048660	subgroupOf	C0045093
C1509298	subgroupOf	C0700545
C1576463	subgroupOf	C0002333
C0690620	subgroupOf	C0040866
C3530440	subgroupOf	C2987417
C3267378	subgroupOf	C0042845
C0979781	subgroupOf	C0600311
C0980127	subgroupOf	C0074281
C2946973	subgroupOf	C2697950
C1576468	subgroupOf	C0971023
C0980857	subgroupOf	C0041056
C0692785	subgroupOf	C0076891
C0976389	subgroupOf	C0355564
C1168808	subgroupOf	C0937932
C0975520	subgroupOf	C0008168
C1509755	subgroupOf	C0041942
C1762245	subgroupOf	C0059561
C0689706	subgroupOf	C0027302
C0793989	subgroupOf	C0081876
C0783751	subgroupOf	C0065932
C0980420	subgroupOf	C0038774
C0978600	subgroupOf	C0025853
C0978244	subgroupOf	C0065295
C0981645	subgroupOf	C0171023
C1696556	subgroupOf	C0001927
C3692472	subgroupOf	C0012091
C0982851	subgroupOf	C0032952
C4073593	subgroupOf	C2000145
C0977657	subgroupOf	C0977660
C3199971	subgroupOf	C0979164
C3871505	subgroupOf	C3657270
C0595602	subgroupOf	C0527379
C4257014	subgroupOf	C3253985
C1968010	subgroupOf	C1968010
C0693647	subgroupOf	C0003596
C2701165	subgroupOf	C0440016
C0976903	subgroupOf	C0060282
C3883332	subgroupOf	C0058731
C0980577	subgroupOf	C0039771
C3163570	subgroupOf	C1999375
C0979804	subgroupOf	C0033399
C1813196	subgroupOf	C0672708
C0876566	subgroupOf	C0700533
C0779912	subgroupOf	C0700533
C0976604	subgroupOf	C0916906
C3245010	subgroupOf	C0016365
C0980068	subgroupOf	C0036079
C0688248	subgroupOf	C0132182
C0979701	subgroupOf	C0032857
C0981108	subgroupOf	C0042874
C0980075	subgroupOf	C0036079
C3536351	subgroupOf	C2347624
C1813551	subgroupOf	C0010592
C3528219	subgroupOf	C0009968
C1168821	subgroupOf	C0961485
C1712048	subgroupOf	C0770150
C2940736	subgroupOf	C0074757
C0690477	subgroupOf	C0039771
C0709792	subgroupOf	C0700579
C0975077	subgroupOf	C0304358
C0872758	subgroupOf	C0873119
C0688825	subgroupOf	C0014987
C1614544	subgroupOf	C0052796
C0978363	subgroupOf	C0282227
C0693579	subgroupOf	C0282386
C1813531	subgroupOf	C0005308
C0979109	subgroupOf	C0171023
C0981206	subgroupOf	C0002575
C0979998	subgroupOf	C0035525
C0975240	subgroupOf	C0006949
C0980150	subgroupOf	C0074393
C0977632	subgroupOf	C0020268
C0703285	subgroupOf	C0770150
C0980888	subgroupOf	C0379881
C0977219	subgroupOf	C0063750
C0590015	subgroupOf	C0017687
C3667573	subgroupOf	C0005088
C0980091	subgroupOf	C0036079
C0785888	subgroupOf	C0004963
C0976029	subgroupOf	C0010525
C0781310	subgroupOf	C0209738
C2726422	subgroupOf	C0011810
C1585093	subgroupOf	C0700442
C4324924	subgroupOf	C2744440
C1445738	subgroupOf	C0004475
C0982863	subgroupOf	C0036079
C1164916	subgroupOf	C0011705
C0978638	subgroupOf	C0086620
C1274048	subgroupOf	C0050940
C0981222	subgroupOf	C0596005
C0978318	subgroupOf	C0024476
C0982852	subgroupOf	C0033308
C0977136	subgroupOf	C0017642
C0976781	subgroupOf	C0795604
C1329015	subgroupOf	C1176306
C2362843	subgroupOf	C0282304
C1509241	subgroupOf	C0245561
C4530588	subgroupOf	C0980948
C0975886	subgroupOf	C0009262
C0783136	subgroupOf	C0053284
C0980253	subgroupOf	C0037508
C1164981	subgroupOf	C1145760
C0784622	subgroupOf	C0002679
C2729515	subgroupOf	C0021403
C0692706	subgroupOf	C0003765
C2728170	subgroupOf	C0107509
C0976788	subgroupOf	C0014942
C0976597	subgroupOf	C0700452
C2962694	subgroupOf	C0017725
C0688918	subgroupOf	C0700567
C4048969	subgroupOf	C0356588
C3667609	subgroupOf	C2717561
C3864338	subgroupOf	C0546868
C2346190	subgroupOf	C0008318
C0773700	subgroupOf	C0038143
C3853713	subgroupOf	C0995020
C0689548	subgroupOf	C0109002
C0688366	subgroupOf	C0055899
C0981280	subgroupOf	C0005026
C4281905	subgroupOf	C0004261
C3504769	subgroupOf	C2698764
C0976020	subgroupOf	C0042845
C0689818	subgroupOf	C0028420
C0937408	subgroupOf	C0049506
C1813539	subgroupOf	C0771752
C4552027	subgroupOf	C0076181
C0687924	subgroupOf	C0003166
C1965037	subgroupOf	C0350422
C0981650	subgroupOf	C0030858
C0689942	subgroupOf	C0031184
C0713844	subgroupOf	C0700442
C0982799	subgroupOf	C0025677
C0775251	subgroupOf	C0079691
C4051488	subgroupOf	C0024480
C1319694	subgroupOf	C0391001
C0786204	subgroupOf	C0008318
C0981581	subgroupOf	C0086620
C1711787	subgroupOf	C0282133
C0975602	subgroupOf	C0546857
C2343802	subgroupOf	C0028978
C0731536	subgroupOf	C0770565
C0689355	subgroupOf	C0546869
C0976770	subgroupOf	C0014921
C2731784	subgroupOf	C0117996
C0687763	subgroupOf	C0000946
C4080636	subgroupOf	C0025219
C0974244	subgroupOf	C0030125
C0691126	subgroupOf	C0002615
C2242276	subgroupOf	C0081876
C0772951	subgroupOf	C0074722
C3153773	subgroupOf	C2607886
C1996101	subgroupOf	C0700596
C0979679	subgroupOf	C0032831
C0980812	subgroupOf	C0040864
C4048563	subgroupOf	C0010583
C2747204	subgroupOf	C0072980
C0975366	subgroupOf	C0007554
C1724048	subgroupOf	C1455147
C0980757	subgroupOf	C0724710
C4048483	subgroupOf	C0284906
C3864343	subgroupOf	C0546868
C0352787	subgroupOf	C0036079
C1950091	subgroupOf	C0017861
C0688044	subgroupOf	C0006230
C0774379	subgroupOf	C0700532
C0979806	subgroupOf	C0033399
C3152971	subgroupOf	C1121849
C3163168	subgroupOf	C0040134
C4018729	subgroupOf	C0700545
C0688878	subgroupOf	C0016277
C0689635	subgroupOf	C0026196
C0977090	subgroupOf	C0017245
C0874731	subgroupOf	C0700579
C0784226	subgroupOf	C0042845
C1375039	subgroupOf	C0254119
C0542711	subgroupOf	C0005038
C1509489	subgroupOf	C0060926
C0979725	subgroupOf	C0700474
C4082965	subgroupOf	C0065818
C0973949	subgroupOf	C0440016
C0772508	subgroupOf	C0012265
C0978525	subgroupOf	C0609436
C2961329	subgroupOf	C0147008
C0688452	subgroupOf	C0010961
C1655503	subgroupOf	C0083381
C0979031	subgroupOf	C0017887
C1352266	subgroupOf	C0036079
C2740401	subgroupOf	C0657912
C0689174	subgroupOf	C0020740
C1588648	subgroupOf	C0718495
C0690273	subgroupOf	C0072973
C0975411	subgroupOf	C0007561
C0978128	subgroupOf	C0377265
C0978129	subgroupOf	C0377265
C2917458	subgroupOf	C0753645
C2682141	subgroupOf	C0039771
C0690101	subgroupOf	C0032912
C0981563	subgroupOf	C0282249
C4048410	subgroupOf	C0353148
C2955181	subgroupOf	C0304430
C3642683	subgroupOf	C0010648
C0978974	subgroupOf	C0028027
C0872847	subgroupOf	C1533699
C0691401	subgroupOf	C0243237
C3854973	subgroupOf	C3179535
C0981272	subgroupOf	C0165631
C1532660	subgroupOf	C0245561
C3695461	subgroupOf	C0071330
C0687890	subgroupOf	C0002644
C0976329	subgroupOf	C0012010
C1161614	subgroupOf	C0237417
C1635160	subgroupOf	C1619629
C0978368	subgroupOf	C1289957
C4058945	subgroupOf	C2346801
C2709701	subgroupOf	C0766326
C0979708	subgroupOf	C0032857
C2979836	subgroupOf	C2698291
C0976510	subgroupOf	C0243237
C1812839	subgroupOf	C0001047
C0690658	subgroupOf	C0040989
C0690860	subgroupOf	C0085149
C0778281	subgroupOf	C0024480
C0975406	subgroupOf	C0007560
C0991706	subgroupOf	C0024480
C0690479	subgroupOf	C0039771
C4083117	subgroupOf	C0977679
C1628297	subgroupOf	C3489575
C0977065	subgroupOf	C0016967
C0976112	subgroupOf	C0011777
C1164681	subgroupOf	C0771469
C0776411	subgroupOf	C0023726
C0692562	subgroupOf	C0282274
C0979476	subgroupOf	C0282304
C0982805	subgroupOf	C0066814
C4283096	subgroupOf	C2697942
C0979429	subgroupOf	C0148932
C3160526	subgroupOf	C0282274
C0937507	subgroupOf	C0020402
C0980022	subgroupOf	C0297635
C4048737	subgroupOf	C0771019
C1814027	subgroupOf	C0596005
C1572574	subgroupOf	C0254119
C0690038	subgroupOf	C0032613
C0982910	subgroupOf	C0040374
C0785925	subgroupOf	C0010711
C0978720	subgroupOf	C0724636
C0975755	subgroupOf	C0009079
C0975181	subgroupOf	C0006699
C3812152	subgroupOf	C3490348
C0977740	subgroupOf	C0376637
C0689155	subgroupOf	C0600110
C4048608	subgroupOf	C0700468
C0973825	subgroupOf	C0001367
C0689515	subgroupOf	C0282233
C3153376	subgroupOf	C0796545
C0976767	subgroupOf	C0059623
C0980169	subgroupOf	C0037138
C0712074	subgroupOf	C0243237
C3714821	subgroupOf	C0004906
C0692541	subgroupOf	C0209227
C2719464	subgroupOf	C0244713
C0978890	subgroupOf	C0027353
C0702669	subgroupOf	C0126789
C4033640	subgroupOf	C3885614
C0689110	subgroupOf	C0020268
C1377179	subgroupOf	C0879399
C0690132	subgroupOf	C0033148
C0982904	subgroupOf	C0040134
C0975463	subgroupOf	C0724549
C1329045	subgroupOf	C0026187
C0980889	subgroupOf	C0379881
C0981779	subgroupOf	C0288792
C0978702	subgroupOf	C0282249
C2317236	subgroupOf	C1872109
C0703023	subgroupOf	C0027444
C0975437	subgroupOf	C0007716
C0689339	subgroupOf	C0023570
C0690120	subgroupOf	C0032952
C3692492	subgroupOf	C2606556
C3883334	subgroupOf	C0700451
C3530465	subgroupOf	C1831808
C2949330	subgroupOf	C0700442
C0704310	subgroupOf	C0060277
C1341010	subgroupOf	C0282321
C0979790	subgroupOf	C0033229
C4026040	subgroupOf	C2719626
C0783304	subgroupOf	C0008290
